"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
223,223,"TWN","Taiwan","TAIWAN, PROVINCE OF CHINA","","T'ai-wan","","Taiwan, Province of China|Formosa","","Taïwan, Province de Chine ","Taiwan ","<U+0422><U+0430><U+0439><U+0432><U+0430><U+043D><U+044C>","<U+062A><U+0627><U+064A><U+0648><U+0627><U+0646>","<U+53F0><U+6E7E> ","","","Taiwan","TW",NA,"TW",158,"Unknown","Present",NA
